,PC1,PC2,PC3,PC4,PC5,PC6
1,-55.2944071461445,-0.0260300598559941,13.733847826085,-17.7704691176431,4.55997640394198,-6.38091022035943
2,-31.8962530143536,-30.4907803743674,13.0161008353588,-8.4244133094463,9.5688009567058,-6.49057073349775
3,-53.1578776584337,-22.6431215913676,11.9183943052719,-1.46761475207523,-1.21284090415734,-4.32932634960387
4,-41.9862942993116,-20.7745723720342,10.8004722926611,8.27123877952714,-7.21687690161212,-20.9635954543987
5,-20.5509846487251,-33.9568333603658,12.0656326333184,-9.38853235418549,-18.5712647646067,-41.9261805797754
6,-51.8630098037815,-22.7973228456713,6.52279190048504,-15.6354534021547,3.04446249475969,-8.08560642720792
7,-37.5641913120627,-28.9288043869832,12.2967552725228,-0.71176805058722,11.190677103636,-10.7045585394088
8,-38.8991937641279,-23.2746865691275,16.0329327918545,1.2603564069223,28.7647585698008,1.98688070275264
9,-50.2938245593348,-24.0772854272675,13.4642662685183,22.4339909694033,8.72162781341418,-15.1102072962145
10,-46.8428652665335,-24.0637631511216,13.8618800891643,-5.25897073243477,10.1955763373342,-5.87641347559838
11,-30.3233953077068,-19.7264237814312,7.25851226421466,-5.64244119267087,-16.5982046305545,-32.5213164797307
12,-56.1799426593679,-26.8718686642216,18.1560512618231,-2.08067843959359,18.7814670590439,-3.98864434078869
13,-29.3682148010196,-20.9404280654456,14.8441561336556,-23.5361646950618,-20.5126392925413,-36.29801705249
14,-13.9917709104951,-18.273178829469,-13.6107186903413,-40.4551766825528,10.5532685381799,-0.131605102728305
15,-41.7372698484974,-14.8371269682281,5.53535942483676,-36.4418213356489,26.473214434527,14.5022097857635
16,-2.29792770352693,-4.28496858738196,6.02034648765798,-32.6340690647837,-22.5030124986126,-33.983818069571
17,7.2218300693517,-5.4905107687949,8.1858047359857,-16.70192413271,22.7029216923491,16.0606749983254
18,10.1074450204387,-7.06995557151757,14.3492644085032,-32.1326696644916,40.4887269461251,13.2640633058932
19,30.5979296298838,-27.3929331786921,47.9809236757339,-40.1244868726377,83.3044263345044,5.85361350030392
20,0.577138767975209,-6.52106176074667,16.6952713092216,-22.1064650741605,25.3815031767798,-0.879196510804965
21,39.1496714169113,-14.9577615827718,29.4312063437941,-35.6548673852206,31.466929643136,4.72971160354784
22,52.253773172442,-9.65294636721588,34.2424412527913,-41.1888630064577,59.4011674891353,9.50580302993688
23,27.9401487119417,7.98864585347252,41.5550757119346,-27.9321649537451,36.104035374632,9.38794415380526
24,-23.972099640336,-9.31485170549201,-2.28962097710986,-14.3099379514083,-23.1227908653372,17.2690980060357
25,-21.46150718326,-13.880944647993,16.6507325271672,-53.5634379208805,11.1477682174951,14.0006559897272
26,-21.5222330312828,-21.5148546983402,5.21231241863474,-22.6094970717799,21.7156965074519,-3.17694645255359
27,-41.7068924760742,-17.090868746004,-4.72793454490297,-24.2896625172952,7.75945758095726,-1.29891192940838
28,-26.4390582561593,-13.6081764265789,7.83729027020205,-19.21247454984,-19.1884418880394,-41.0338004898004
29,-46.1904686757977,-2.38210413122371,-1.22671977268785,-14.5369905208658,11.6216778886841,-5.74220920887911
30,9.49637437561002,-14.6872556023826,-5.44053354476601,-32.8758060423651,-16.2736184695116,-45.1884134686027
31,-26.827943598852,-10.4626387893869,4.34662773469549,-27.0572538141953,-14.1820837638343,-43.1430468446287
32,-40.5303978756654,-24.0103181291087,-1.0854051664821,3.3580220136075,12.0107331951298,-12.4454704648077
33,-14.1684830114828,-18.6382068088343,7.00259154570109,-31.1175749681081,-3.79874892230385,0.386816933301712
34,-25.0049692128722,-12.3494735840203,0.405066163916264,-22.3377353042203,5.57673589994039,-1.37534876878046
35,-22.7770437090802,-39.6946394182149,41.8044928049847,-15.400477152971,42.7101429090616,2.66541471418689
36,-35.9158243220518,-27.4906856258452,12.9629101525021,-6.7439398670773,32.0690099393001,-6.82436127623915
37,-53.770799835654,-24.7311050382076,13.8603677236905,0.538182894760809,28.3254505671864,-2.37169472819291
38,-36.2375700846331,-18.7328464188337,16.0601161053853,-4.69771055581912,34.6328664102893,-9.86582450864681
39,-44.9659994249398,-14.4213353574816,16.7616887838384,3.32137253182638,21.7640842148405,-6.7465258658757
40,-38.6392840867161,-21.0093193763271,9.3766905116166,-6.32026845707726,29.5029992230476,-3.0699073962989
41,-50.4752146638342,-14.3008022051975,7.24917948798798,8.99233227686262,18.3279926997085,-10.2471669534298
42,-48.1562282125127,-20.7414941821577,19.5911395463459,17.0899254669681,-22.9627426973292,2.10653350731286
43,-20.0060912020448,-9.39657671488422,20.111410051145,18.655468859737,-15.7974705981723,-1.4379798565768
44,-58.8198272150168,-3.92053044043953,32.1759150699838,30.5697223637867,-18.2643283075028,11.6110997590544
45,-63.032650133161,-16.3538761411404,28.1970209261541,26.7670722249858,-17.7916558185063,4.72714048473252
46,-34.3090694345873,-14.9140227530726,21.8349472540114,0.631992929486843,-23.9719449986155,14.188509308295
47,-22.8112514132154,-16.7162951369112,28.4926758453995,2.04334862572696,-34.1923855780149,0.0664942522008938
48,-61.1307660405716,-10.6709998222801,1.79590727757781,15.1073902300137,-9.72256901361677,6.40318392200524
49,-35.9578939681642,-24.0153581298347,9.27057995622021,9.74918400786693,-17.202760104385,0.569522805579666
50,-32.7575486894663,-22.7358634334726,17.9657745063322,15.2724161453919,-21.5879930917957,3.60691741935164
51,-25.7291187791849,-21.5516356523858,11.9488253991922,7.15330734193352,-21.3159196712673,5.73816347951539
52,-34.9212782900826,-24.4863063626628,9.11044343868393,12.105584532434,-16.5999420970562,14.4634877585691
53,-27.0867092417696,-11.846308518576,14.4932156015464,6.69828610039515,-10.3940502403982,6.19906336736977
54,-26.4856187932833,-19.0447583182838,19.0195417447298,-2.31566040985874,-19.3024896393502,15.2666689624415
55,-49.1536256156763,-18.3005156053801,4.32517723066334,16.3880949944003,-14.1979227356149,6.15260981353798
56,-72.5710493058814,-24.5220197886964,13.6387500800737,33.0106262472836,-13.9816595239126,0.397105104720957
57,-19.0503196482331,-30.8650626658885,3.68064171103476,-0.791143493169057,-12.6451584288495,-2.91180898104456
58,-26.6579459585679,-17.7800937881709,0.868260859437369,3.36294473205215,-25.79519333822,8.98031201752996
59,-40.2004886997367,-18.1704139562113,26.7414777671808,13.8520150337751,-24.3790106783054,8.07949317694228
60,-48.5741468597278,-15.7860857620861,6.13686684486513,9.13498210879781,-17.7068892414479,2.20597160633762
61,-28.9197696078082,-26.422493655441,16.3869649609866,8.75377140956378,-20.6220222889707,6.33630604487254
62,-51.1464193089855,-27.6991111220039,14.3222604235312,6.08709994338993,-19.8531268891866,10.9504837094708
63,-43.9996045445235,-24.0865796463686,19.0883321317652,9.93152503277956,-23.8211104738595,1.28936031984061
64,-14.7881966236659,-28.6879458215642,6.06725276850016,-1.38556191763864,-28.4525267769554,1.49899294096656
65,-0.0981624425269083,-29.9068282771337,-1.08086557487935,-0.416248084361828,-12.8633267539748,0.0526752513522218
66,-21.5961641528718,-23.2106518802359,9.55790928250352,-3.38777749009473,-14.7713039861607,15.2944093783313
67,39.1113247920174,-16.8634148022691,-12.6449767590052,-36.3535905343333,-30.796562666198,13.5627328046687
68,19.7793741042857,-21.8538199161639,-15.5854878561617,-24.4209116863556,-11.612084281332,10.0770842944244
69,9.7877728106764,-16.0260024533434,-8.56822183422255,-14.8787766593285,-16.2045329234149,7.07957100830881
70,-15.7842906205305,-15.5142402406302,-13.502964467532,-18.5045161063652,-10.4096107891543,17.8111228729595
71,-6.46256165833692,-13.0656915323325,-24.4556231056584,-14.9389408384551,7.59804983332732,18.9146495131978
72,-26.2535773621277,-16.0133134209679,-5.52403822061632,-2.51069675036382,-20.7044858421195,18.5101163796199
73,7.09708375807614,-14.5375880509625,-6.29408219076477,-5.14367472476191,-15.701287096159,10.5493352877209
74,-19.0071819965615,-13.2075747943629,-10.5737054859705,-0.742358711179335,-13.4915753756931,7.76606479246232
75,-7.28562626671443,-13.9879257390155,-15.739804143859,11.0426610333253,-6.99748283764874,19.5771975782079
76,-28.6806308192167,-6.52118931527536,5.77817227665133,18.7955583563485,1.2865817036456,26.3615531982426
77,-15.7017785724113,-5.6737259667782,-2.48500257287804,7.46768755169768,-4.99205257732621,17.198204222547
78,14.9232264614649,-3.32199985094475,-9.50455877781206,0.256490014291138,-12.4062881529746,24.8957219221927
79,12.6354277267492,-17.7837929115761,-20.8490606872281,-24.2265403297903,-6.54166973193561,18.2184400370028
80,-5.67989497873127,-12.7421189096594,-19.9931657508072,-10.5200491382718,-16.5978906581973,8.12827416210336
81,24.8869545625105,-11.9610274577777,-34.9753237557525,-14.3135173266602,-8.96832620603394,16.5021276662366
82,24.2403507724549,-6.25375758094511,-40.3413550046882,-22.3495098576187,-5.84219226705615,26.7807735331846
83,30.4736736206887,-17.5852293682792,-21.1015125315447,-20.559839424219,-10.8731993535407,19.3731759934407
84,-6.1043976394412,-25.4534563537679,-14.6084182318211,7.7730697684956,-7.347826229274,10.9990656038938
85,22.9721994993634,-22.2883821511354,-3.10928826027736,-10.970186470125,-22.2334785242547,13.8576396174099
86,32.5514806762796,-16.5681694788754,-24.67094918792,-27.6985046031987,-18.4711286858974,25.2770788506187
87,30.4980477221158,-3.13965377499658,-29.2985497738606,-34.6189812846469,-18.3710959875861,20.2431130007451
88,-3.45475628822782,-17.1451032246625,-6.13547499308942,-15.7108145783145,-10.4065811128423,17.7845353313839
89,-15.9424950304728,-14.4809014311646,-14.7880156455683,-8.19141135715209,-15.7216705533909,15.0882687562086
90,76.4124292875176,13.4871546657362,30.4807714410692,10.5642090141033,11.828536575266,-8.61174971521423
91,100.796928035818,19.3145464265623,55.3656270304052,20.5584608462935,-6.57261751686548,10.062849024642
92,75.5185751145192,22.0752776790966,21.1681950862077,-8.30560887606477,-6.9147005791345,-10.4060878693871
93,97.8004677694623,4.52615475306624,-21.3737549585643,-25.5602012874383,-26.1729879973058,-33.6114895437583
94,20.45889424134,54.4448658394136,3.06134342495009,-11.7935004818651,2.50288000774242,-14.6908633497715
95,-33.7506891858912,65.3379718735456,-0.577850900941741,-6.94560307633956,3.20113063169155,12.012105296648
96,-40.4259617357152,67.4127329311744,-3.1552712782005,-13.4329073869325,1.84256503530388,6.83712699739221
97,-6.04512787604874,74.6239710176621,-25.4159219858706,-13.2713833884939,-3.8889705796054,13.3433684513474
98,-24.5122256056089,53.0087375815827,-6.1396487943902,-10.3035342766837,1.50177405023588,-29.5207774817641
99,-4.94960127070512,48.3288958951793,-7.05760243365947,0.147919882174361,4.91051728208986,-12.2022016143299
100,-4.18555776252848,30.1158296650955,11.056949363975,5.7308535001957,19.6537667393867,-7.011016503097
101,-12.7636151376066,48.5642105955553,12.0555798647366,5.90825585924754,-10.6109016385202,18.2379315750733
102,-33.9956527855128,33.1798452694402,-16.564425324389,-1.33284015521989,1.71273694466369,-6.87215323872636
103,5.60293999804294,17.6438610372635,-16.6470525463287,-5.82152829027736,2.83351785643685,-25.7348692387967
104,-68.425312509832,82.9193149702046,0.779202352384188,5.52924602177454,-3.28175052146517,-0.441038996358499
105,27.6451984894119,80.2083941855235,-19.5710647552491,-11.9277174135818,-0.908436396728844,8.59943789421414
106,-35.2133942354182,75.0250469849912,8.59666830794715,-9.61468359950203,-10.9401134978566,31.1215107647072
107,-103.528014933094,35.2417945376263,11.118771989831,17.3295352515504,-1.53763215419707,-18.6344452837791
108,-68.9473392475157,57.1869300239197,-4.96260027865659,3.73046638160328,1.2803518151453,-2.61674029099953
109,-31.2080495473582,27.8175804293408,-9.01956778048702,8.45292272651254,-2.27451509239764,-0.653419520132608
110,7.57198244459513,37.1679127232462,2.82609966581901,4.13048795852287,19.3937870441304,-0.938621829153047
111,-5.80430237988349,48.0871297518691,-11.2028905556641,-11.5192897301252,12.4223961424738,-23.0241034359102
112,-111.365836829047,41.5838489203415,6.39178307373663,36.7945159420084,10.2064285686817,-15.0580776690703
113,-19.5714039463484,61.5252109500691,-13.0458075236805,-21.8806538372729,10.7045387232859,-11.829945924275
114,-7.37174145420084,69.6234365315836,0.78582213226585,-24.8761860257832,3.36061676343021,16.0133137876581
115,-9.45131984294249,73.727660739757,5.31191386835197,-15.1598571028452,-16.7471426518121,11.0549603038847
116,-82.3670385395278,53.4161677870391,2.29570776887891,12.4884230830944,-3.43341683659869,5.4428344892621
117,-40.3512721267394,67.5110933292441,5.74268462232566,-4.30577039972435,-16.1364160580499,3.88322486803598
118,-74.3534708275183,44.3997598993614,10.0923720295968,13.8111246752683,6.5862673824898,5.06853750057947
119,-80.234125248114,30.412683360884,12.3382925162224,30.4320496041295,14.1347981147116,7.17038131506767
120,-9.49948453672583,71.5877791239552,-10.445567287374,-13.7392648857469,-3.44934706103194,10.6681441692906
121,7.15917724030631,62.1965250549135,-8.26145006852613,-4.04987362072778,-2.38208414889769,5.02019518729499
122,-54.6067482167419,56.3248148661,-9.57154206836408,18.4932186498084,9.31792757948173,-1.65850970507688
123,6.26567894330911,53.1484822339165,-8.29296857217693,-6.13550592851176,-5.45112811336479,-20.2250651753468
124,72.4966017768032,35.7022765821443,53.237020728817,15.9384317618863,-1.84202087087942,10.4811941741557
125,52.3794783680207,17.5378831335221,-8.93549277763262,-8.55375874319743,-2.83442507467081,-42.125937356469
126,66.1063838922173,7.10348431467117,22.3103953055593,-27.5990167661757,-21.0656031092766,4.01242564362809
127,71.921150431847,21.9442303136694,23.8569737174719,-2.51848549537093,-12.6450515302363,-0.449775132410278
128,86.3637187602453,19.7921931972506,-2.09721660733434,-32.3601928666808,-30.7254973365154,-18.3427422314929
129,65.2635615568181,39.2172965928888,-8.836456803945,-33.0531579187721,-8.35770579770132,-20.6867997195144
130,41.7371022840207,7.61331024687132,-0.509776338542437,-9.60859579206039,-16.7626643115763,-21.3704309752639
131,109.346295281935,-24.3963514211493,0.56925231758577,-24.1077888100228,-9.81659485018166,-3.29281623396411
132,25.9904025082975,-6.9130741903376,-43.7268413629359,3.22378379791518,-0.491325812066704,-9.4354630243565
133,36.6716679584262,-11.3998623633089,-26.3128897163393,11.1028164313298,7.54736289962833,7.27892922988337
134,37.0901951025071,-15.8993307087867,-25.3617597396048,14.0922832845198,10.2501311419228,7.15820942633123
135,39.3696964834772,-23.720521683113,-38.833246116326,6.61980954566373,5.95687718121555,-7.58971470782329
136,10.7984804196929,-17.4617676513712,-28.8262753709779,14.1599410233215,4.92951908266912,-7.59333091436031
137,7.88632524522845,-21.9560943443703,-28.2297805891259,26.9290180933417,18.8873923582981,11.024733411944
138,30.7031835371846,-12.6560758441948,-35.3768879218332,8.13064367976998,0.705619829954477,-2.46571183979811
139,35.4937400561319,-23.4776336922692,-19.2788127518653,0.237479754584504,5.78340514255709,0.384592324363912
140,44.0664576999233,-20.1131562266647,-43.3179424424967,-1.96393135422584,-0.746308282381933,-11.46165419871
141,-3.00808926626141,-14.4479942214609,-25.4826658689959,25.8288376333548,8.21217144772056,-16.9312453130165
142,9.58749304050795,-6.16925299714483,-22.4056606923356,38.9364798182494,31.3249633580655,6.84210442504965
143,-15.7173089554044,7.25333293540467,-27.5047305542525,32.7245544337136,20.5548224596997,-6.88993413022269
144,31.6382272393509,-14.3213894714964,-44.4989367405733,17.3569742124062,14.1274416114347,-3.80767427093658
145,5.74548547900931,-3.40801024320499,-27.9008806905732,19.7533277105904,-0.637853167375965,-0.360717907692094
146,2.12426096414983,-12.1636388603824,-26.6020654629125,8.14542613960821,9.57230026519296,8.3087993114565
147,16.7021266100118,-18.9476219776551,-40.6025571417272,35.0963431586557,10.2911522840204,-12.5236439359652
148,20.7152235154982,-9.44303220637299,-29.4470231286529,17.8086381084499,7.15751381871865,-3.69865406407806
149,45.3770066978757,-24.1093135483539,-41.3916621320903,32.9051439294459,8.81772945990922,-2.29789596862596
150,25.6382816040304,-13.7995055508553,-28.2436834363977,-7.43011443567365,7.118817353521,18.5849921818106
151,32.1010674110222,-17.5307065038751,-48.4555135694833,9.10867674620163,11.716362195229,-11.0911326314861
152,0.646767994329496,-16.4404907817272,-27.2813600784632,14.8521679588994,17.0239179940685,-2.19609807844321
153,14.8416419875914,3.00475881901085,-23.6405481956454,30.8448910364095,23.3501302402756,-0.269321918716108
154,11.2043220604659,-1.92586871029637,-37.3687658696815,26.2605618022352,14.1781684516856,-11.3105291420933
155,38.5819732063911,3.93124757341038,-19.9068003011443,3.53909693622775,13.5871694778902,21.7478456650036
156,50.9544409508135,1.76072267098963,-9.61098076174924,2.22834483264636,1.78874450141861,-1.43409343253964
157,27.2857491172517,-6.26424927037783,9.34114283380672,41.4682880016894,10.2965111372411,-3.32749754652633
158,27.5871055057446,10.9377688284966,21.86087986373,43.1104265691219,4.56921835621626,-9.57578817843414
159,92.1707687059858,4.41841210327937,35.5876219473424,31.2005251778958,17.7121946575256,15.3497399455101
160,111.631907500848,18.1605279448595,52.95660332662,34.4856763848805,-19.0119511711189,-8.54990693950901
161,103.686153891637,1.81360871800173,42.0885157940912,25.5863524332006,-0.479800235092487,-5.54097860236705
162,75.5043120726639,5.55170920427548,32.0411176807105,43.5337030805864,4.00976619878396,-11.576602510611
163,105.567534847483,16.9996154807643,37.2646688220463,32.3493349520801,2.26940891349254,9.63061056092948
164,69.2032590146208,-18.0478072624057,14.0265295167143,9.03673150586035,-3.56031331112833,2.672573667454
165,68.3478545236664,34.6525576872224,-3.30701833930117,25.4332574019466,22.2164404670135,12.2356078340812
166,160.597143464879,9.52603866567002,55.7283568398442,10.034307226942,-24.8480559241713,4.47712694863274
167,133.206867433712,-11.7634675721998,35.4775155182822,12.4162731635402,-6.17599278457183,-2.11663850437268
168,86.6631422439042,-20.82885101069,10.3166762558432,22.268890360161,-0.380389753545718,-6.43531571688587
169,24.1490946462734,1.56306342204985,-31.4757896982021,15.7259110174761,9.2780814670139,6.10749190674269
170,30.509047807252,-9.05204496773962,-19.0797366763077,29.3709046208642,1.39681514928547,-0.939972635651131
171,21.8623702610597,3.26779743913067,-36.4147565026988,7.78354378107185,5.36968123642997,-6.79350454295951
172,37.1060469771794,-8.65432907753429,-38.406527477632,15.8975013248498,9.667100858015,-5.09448714510982
173,26.668413834898,-6.41196372725812,-40.0406649388882,26.9792354780274,13.3365064801008,-5.31956616147154
